A,B,x,y,C,z,C_canonical,z_canonical,gcd,a,b,c,m,alpha,beta,gamma,macro_family,sub_family,regime,geometry,proof_status,certificate
244620,16308,3,4,440316,3,440316,3,16308,15,1,27,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=16308,x=3,y=4,z=3)"
237146,16939,3,4,457353,3,457353,3,16939,14,1,27,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=16939,x=3,y=4,z=3)"
126976,31744,5,6,253952,5,253952,5,31744,4,1,8,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=31744,x=5,y=6,z=5)"
168322,24046,3,4,697334,3,697334,3,24046,7,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=24046,x=3,y=4,z=3)"
191007,21223,3,4,594244,3,594244,3,21223,9,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=21223,x=3,y=4,z=3)"
403520,10088,3,4,423696,3,423696,3,10088,40,1,42,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=40,b=1,r=40,g=10088,x=3,y=4,z=3)"
302302,13741,3,4,398489,3,398489,3,13741,22,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=22,b=1,r=22,g=13741,x=3,y=4,z=3)"
316224,13176,3,4,395280,3,395280,3,13176,24,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=24,b=1,r=24,g=13176,x=3,y=4,z=3)"
130816,32704,3,4,1046528,3,1046528,3,32704,4,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=32704,x=3,y=4,z=3)"
481194,8911,3,4,490105,3,490105,3,8911,54,1,55,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=54,b=1,r=54,g=8911,x=3,y=4,z=3)"
160704,26784,3,4,803520,3,803520,3,26784,6,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=26784,x=3,y=4,z=3)"
286767,15093,3,4,422604,3,422604,3,15093,19,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=19,b=1,r=19,g=15093,x=3,y=4,z=3)"
93184,46592,6,7,279552,6,279552,6,46592,2,1,6,6,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=46592,x=6,y=7,z=6)"
93296,46648,3,4,1679328,3,1679328,3,46648,2,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=46648,x=3,y=4,z=3)"
198000,22000,4,5,286000,4,286000,4,22000,9,1,13,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=22000,x=4,y=5,z=4)"
385866,11349,3,4,419913,3,419913,3,11349,34,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=34,b=1,r=34,g=11349,x=3,y=4,z=3)"
209520,20952,3,4,586656,3,586656,3,20952,10,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=20952,x=3,y=4,z=3)"
148215,29643,5,6,237144,5,237144,5,29643,5,1,8,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=29643,x=5,y=6,z=5)"
148330,29666,3,4,919646,3,919646,3,29666,5,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=29666,x=3,y=4,z=3)"
115005,38335,4,5,536690,4,536690,4,38335,3,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=38335,x=4,y=5,z=4)"
163590,27265,4,5,354445,4,354445,4,27265,6,1,13,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=27265,x=4,y=5,z=4)"
369120,12304,3,4,418336,3,418336,3,12304,30,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=30,b=1,r=30,g=12304,x=3,y=4,z=3)"
191016,23877,3,4,692433,3,692433,3,23877,8,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=23877,x=3,y=4,z=3)"
434026,10586,3,4,455198,3,455198,3,10586,41,1,43,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=41,b=1,r=41,g=10586,x=3,y=4,z=3)"
353295,13085,3,4,418720,3,418720,3,13085,27,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=27,b=1,r=27,g=13085,x=3,y=4,z=3)"
117831,39277,3,4,1335418,3,1335418,3,39277,3,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=39277,x=3,y=4,z=3)"
290160,16120,3,4,451360,3,451360,3,16120,18,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=18,b=1,r=18,g=16120,x=3,y=4,z=3)"
226831,20621,3,4,577388,3,577388,3,20621,11,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=20621,x=3,y=4,z=3)"
508255,9241,3,4,517496,3,517496,3,9241,55,1,56,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=55,b=1,r=55,g=9241,x=3,y=4,z=3)"
195720,24465,4,5,318045,4,318045,4,24465,8,1,13,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=24465,x=4,y=5,z=4)"
183120,26160,4,5,340080,4,340080,4,26160,7,1,13,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=26160,x=4,y=5,z=4)"
317688,15128,3,4,438712,3,438712,3,15128,21,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=21,b=1,r=21,g=15128,x=3,y=4,z=3)"
155155,31031,6,7,186186,6,186186,6,31031,5,1,6,6,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=31031,x=6,y=7,z=6)"
242688,20224,3,4,566272,3,566272,3,20224,12,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=12,b=1,r=12,g=20224,x=3,y=4,z=3)"
289663,17039,3,4,477092,3,477092,3,17039,17,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=17,b=1,r=17,g=17039,x=3,y=4,z=3)"
186599,26657,3,4,799710,3,799710,3,26657,7,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=26657,x=3,y=4,z=3)"
354150,14166,3,4,439146,3,439146,3,14166,25,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=25,b=1,r=25,g=14166,x=3,y=4,z=3)"
419895,11997,3,4,455886,3,455886,3,11997,35,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=35,b=1,r=35,g=11997,x=3,y=4,z=3)"
212940,23660,3,4,686140,3,686140,3,23660,9,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=23660,x=3,y=4,z=3)"
341159,14833,3,4,444990,3,444990,3,14833,23,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=23,b=1,r=23,g=14833,x=3,y=4,z=3)"
256815,19755,3,4,553140,3,553140,3,19755,13,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=13,b=1,r=13,g=19755,x=3,y=4,z=3)"
285696,17856,3,4,499968,3,499968,3,17856,16,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=16,b=1,r=16,g=17856,x=3,y=4,z=3)"
101218,50609,4,5,759135,4,759135,4,50609,2,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=50609,x=4,y=5,z=4)"
101290,50645,3,4,1873865,3,1873865,3,50645,2,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=50645,x=3,y=4,z=3)"
536312,9577,3,4,545889,3,545889,3,9577,56,1,57,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=56,b=1,r=56,g=9577,x=3,y=4,z=3)"
143492,35873,3,4,1183809,3,1183809,3,35873,4,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=35873,x=3,y=4,z=3)"
268912,19208,3,4,537824,3,14,5,19208,14,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=19208,x=3,y=4,z=3)"
466032,11096,3,4,488224,3,488224,3,11096,42,1,44,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=42,b=1,r=42,g=11096,x=3,y=4,z=3)"
287760,17985,4,5,305745,4,305745,4,17985,16,1,17,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=16,b=1,r=16,g=17985,x=4,y=5,z=4)"
278655,18577,3,4,520156,3,520156,3,18577,15,1,28,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=18577,x=3,y=4,z=3)"
177450,29575,3,4,916825,3,916825,3,29575,6,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=29575,x=3,y=4,z=3)"
405604,13084,3,4,457940,3,457940,3,13084,31,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=31,b=1,r=31,g=13084,x=3,y=4,z=3)"
163215,32643,3,4,1044576,3,1044576,3,32643,5,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=32643,x=3,y=4,z=3)"
327780,16389,3,4,475281,3,475281,3,16389,20,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=20,b=1,r=20,g=16389,x=3,y=4,z=3)"
233890,23389,3,4,678281,3,678281,3,23389,10,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=23389,x=3,y=4,z=3)"
391580,13985,3,4,461505,3,461505,3,13985,28,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=28,b=1,r=28,g=13985,x=3,y=4,z=3)"
128544,42848,3,4,1499680,3,1499680,3,42848,3,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=42848,x=3,y=4,z=3)"
210248,26281,5,6,236529,5,236529,5,26281,8,1,9,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=26281,x=5,y=6,z=5)"
565383,9919,3,4,575302,3,575302,3,9919,57,1,58,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=57,b=1,r=57,g=9919,x=3,y=4,z=3)"
211904,26488,3,4,794640,3,794640,3,26488,8,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=26488,x=3,y=4,z=3)"
455868,12663,3,4,493857,3,493857,3,12663,36,1,39,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=36,b=1,r=36,g=12663,x=3,y=4,z=3)"
499574,11618,3,4,522810,3,522810,3,11618,43,1,45,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=43,b=1,r=43,g=11618,x=3,y=4,z=3)"
152640,38160,4,5,534240,4,534240,4,38160,4,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=38160,x=4,y=5,z=4)"
333070,17530,3,4,508370,3,508370,3,17530,19,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=19,b=1,r=19,g=17530,x=3,y=4,z=3)"
253638,23058,3,4,668682,3,668682,3,23058,11,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=23058,x=3,y=4,z=3)"
359744,16352,3,4,490560,3,490560,3,16352,22,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=22,b=1,r=22,g=16352,x=3,y=4,z=3)"
394992,15192,3,4,486144,3,486144,3,15192,26,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=26,b=1,r=26,g=15192,x=3,y=4,z=3)"
109728,54864,3,4,2084832,3,2084832,3,54864,2,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=54864,x=3,y=4,z=3)"
206136,29448,3,4,912888,3,912888,3,29448,7,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=29448,x=3,y=4,z=3)"
595486,10267,3,4,605753,3,605753,3,10267,58,1,59,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=58,b=1,r=58,g=10267,x=3,y=4,z=3)"
383208,15967,3,4,494977,3,494977,3,15967,24,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=24,b=1,r=24,g=15967,x=3,y=4,z=3)"
156960,39240,3,4,1334160,3,1334160,3,39240,4,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=39240,x=3,y=4,z=3)"
271932,22661,3,4,657169,3,657169,3,22661,12,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=12,b=1,r=12,g=22661,x=3,y=4,z=3)"
444416,13888,3,4,499968,3,499968,3,13888,32,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=32,b=1,r=32,g=13888,x=3,y=4,z=3)"
334026,18557,3,4,538153,3,538153,3,18557,18,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=18,b=1,r=18,g=18557,x=3,y=4,z=3)"
236439,26271,3,4,788130,3,788130,3,26271,9,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=26271,x=3,y=4,z=3)"
261525,23775,4,5,332850,4,332850,4,23775,11,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=23775,x=4,y=5,z=4)"
137781,45927,6,7,275562,6,275562,6,45927,3,1,6,6,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=45927,x=6,y=7,z=6)"
286832,22064,4,5,330960,4,330960,4,22064,13,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=13,b=1,r=13,g=22064,x=4,y=5,z=4)"
195312,32552,3,4,1041664,3,1041664,3,32552,6,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=32552,x=3,y=4,z=3)"
288496,22192,3,4,643568,3,643568,3,22192,13,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=13,b=1,r=13,g=22192,x=3,y=4,z=3)"
179060,35812,3,4,1181796,3,1181796,3,35812,5,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=35812,x=3,y=4,z=3)"
331092,19476,3,4,564804,3,564804,3,19476,17,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=17,b=1,r=17,g=19476,x=3,y=4,z=3)"
432535,14915,3,4,507110,3,507110,3,14915,29,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=29,b=1,r=29,g=14915,x=3,y=4,z=3)"
534688,12152,3,4,558992,3,558992,3,12152,44,1,46,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=44,b=1,r=44,g=12152,x=3,y=4,z=3)"
139887,46629,3,4,1678644,3,1678644,3,46629,3,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=46629,x=3,y=4,z=3)"
303030,21645,3,4,627705,3,627705,3,21645,14,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=21645,x=3,y=4,z=3)"
324688,20293,3,4,588497,3,588497,3,20293,16,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=16,b=1,r=16,g=20293,x=3,y=4,z=3)"
493839,13347,3,4,533880,3,533880,3,13347,37,1,40,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=37,b=1,r=37,g=13347,x=3,y=4,z=3)"
372519,17739,3,4,532170,3,532170,3,17739,21,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=21,b=1,r=21,g=17739,x=3,y=4,z=3)"
315210,21014,3,4,609406,3,609406,3,21014,15,1,29,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=21014,x=3,y=4,z=3)"
626639,10621,3,4,637260,3,637260,3,10621,59,1,60,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=59,b=1,r=59,g=10621,x=3,y=4,z=3)"
260000,26000,3,4,780000,3,780000,3,26000,10,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=26000,x=3,y=4,z=3)"
234232,29279,3,4,907649,3,907649,3,29279,8,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=29279,x=3,y=4,z=3)"
118034,59017,5,6,531153,5,531153,5,59017,2,1,9,5,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=59017,x=5,y=6,z=5)"
118622,59311,3,4,2313129,3,2313129,3,59311,2,1,39,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=59311,x=3,y=4,z=3)"
438858,16254,3,4,536382,3,536382,3,16254,27,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=27,b=1,r=27,g=16254,x=3,y=4,z=3)"
188955,37791,4,5,529074,4,529074,4,37791,5,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=37791,x=4,y=5,z=4)"
405352,17624,3,4,546344,3,546344,3,17624,23,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=23,b=1,r=23,g=17624,x=3,y=4,z=3)"
485628,14716,3,4,544492,3,544492,3,14716,33,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=33,b=1,r=33,g=14716,x=3,y=4,z=3)"
380000,19000,3,4,570000,3,570000,3,19000,20,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=20,b=1,r=20,g=19000,x=3,y=4,z=3)"
658860,10981,3,4,669841,3,669841,3,10981,60,1,61,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=60,b=1,r=60,g=10981,x=3,y=4,z=3)"
170240,42560,6,7,255360,6,255360,6,42560,4,1,6,6,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=42560,x=6,y=7,z=6)"
282359,25669,3,4,770070,3,770070,3,25669,11,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=11,b=1,r=11,g=25669,x=3,y=4,z=3)"
571410,12698,3,4,596806,3,596806,3,12698,45,1,47,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=45,b=1,r=45,g=12698,x=3,y=4,z=3)"
171244,42811,3,4,1498385,3,1498385,3,42811,4,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=42811,x=3,y=4,z=3)"
428575,17143,3,4,548576,3,548576,3,17143,25,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=25,b=1,r=25,g=17143,x=3,y=4,z=3)"
226975,32425,3,4,1037600,3,1037600,3,32425,7,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=7,b=1,r=7,g=32425,x=3,y=4,z=3)"
533862,14049,3,4,576009,3,576009,3,14049,38,1,41,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=38,b=1,r=38,g=14049,x=3,y=4,z=3)"
476250,15875,3,4,555625,3,555625,3,15875,30,1,35,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=30,b=1,r=30,g=15875,x=3,y=4,z=3)"
261558,29062,3,4,900922,3,900922,3,29062,9,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=9,b=1,r=9,g=29062,x=3,y=4,z=3)"
214326,35721,3,4,1178793,3,1178793,3,35721,6,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=35721,x=3,y=4,z=3)"
303264,25272,3,4,758160,3,758160,3,25272,12,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=12,b=1,r=12,g=25272,x=3,y=4,z=3)"
151632,50544,4,5,758160,4,758160,4,50544,3,1,15,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=50544,x=4,y=5,z=4)"
195895,39179,3,4,1332086,3,1332086,3,39179,5,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=5,b=1,r=5,g=39179,x=3,y=4,z=3)"
151878,50626,3,4,1873162,3,1873162,3,50626,3,1,37,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=3,b=1,r=3,g=50626,x=3,y=4,z=3)"
382679,20141,3,4,604230,3,604230,3,20141,19,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=19,b=1,r=19,g=20141,x=3,y=4,z=3)"
364735,21455,4,5,386190,4,386190,4,21455,17,1,18,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=17,b=1,r=17,g=21455,x=4,y=5,z=4)"
692167,11347,3,4,703514,3,703514,3,11347,61,1,62,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=61,b=1,r=61,g=11347,x=3,y=4,z=3)"
322439,24803,3,4,744090,3,744090,3,24803,13,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=13,b=1,r=13,g=24803,x=3,y=4,z=3)"
421146,19143,3,4,593433,3,593433,3,19143,22,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=22,b=1,r=22,g=19143,x=3,y=4,z=3)"
381024,21168,3,4,635040,3,635040,3,21168,18,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=18,b=1,r=18,g=21168,x=3,y=4,z=3)"
284160,28416,4,5,397824,4,397824,4,28416,10,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=28416,x=4,y=5,z=4)"
609776,13256,3,4,636288,3,636288,3,13256,46,1,48,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=46,b=1,r=46,g=13256,x=3,y=4,z=3)"
127984,63992,3,4,2559680,3,2559680,3,63992,2,1,40,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=63992,x=3,y=4,z=3)"
339584,24256,3,4,727680,3,727680,3,24256,14,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=14,b=1,r=14,g=24256,x=3,y=4,z=3)"
529312,15568,3,4,591584,3,591584,3,15568,34,1,38,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=34,b=1,r=34,g=15568,x=3,y=4,z=3)"
222720,37120,4,5,519680,4,519680,4,37120,6,1,14,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=6,b=1,r=6,g=37120,x=4,y=5,z=4)"
287910,28791,3,4,892521,3,892521,3,28791,10,1,31,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=10,b=1,r=10,g=28791,x=3,y=4,z=3)"
375479,22087,3,4,662610,3,662610,3,22087,17,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=17,b=1,r=17,g=22087,x=3,y=4,z=3)"
258048,32256,3,4,1032192,3,1032192,3,32256,8,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=8,b=1,r=8,g=32256,x=3,y=4,z=3)"
354375,23625,3,4,708750,3,708750,3,23625,15,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=15,b=1,r=15,g=23625,x=3,y=4,z=3)"
366464,22904,3,4,687120,3,687120,3,22904,16,1,30,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=16,b=1,r=16,g=22904,x=3,y=4,z=3)"
485856,17352,3,4,589968,3,589968,3,17352,28,1,34,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=28,b=1,r=28,g=17352,x=3,y=4,z=3)"
575991,14769,3,4,620298,3,620298,3,14769,39,1,42,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=39,b=1,r=39,g=14769,x=3,y=4,z=3)"
726578,11719,3,4,738297,3,738297,3,11719,62,1,63,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=62,b=1,r=62,g=11719,x=3,y=4,z=3)"
130560,65280,8,9,261120,8,261120,8,65280,2,1,4,8,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=65280,x=8,y=9,z=8)"
131040,65520,4,5,1048320,4,1048320,4,65520,2,1,16,4,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=2,b=1,r=2,g=65520,x=4,y=5,z=4)"
454656,18944,3,4,606208,3,606208,3,18944,24,1,32,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=24,b=1,r=24,g=18944,x=3,y=4,z=3)"
186368,46592,3,4,1677312,3,1677312,3,46592,4,1,36,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=4,b=1,r=4,g=46592,x=3,y=4,z=3)"
477386,18361,3,4,605913,3,605913,3,18361,26,1,33,3,0,1,0,M3,M3.G0,even,G0,identity_proven,"M3.G0·binom(a=26,b=1,r=26,g=18361,x=3,y=4,z=3)"
